Reference Number,Number of vehicles,Date,Time,Road class,Road surface description,Lighting conditions,Weather conditions,Casualty number,Casualty Class,Sex of Casualty,Age of Casualty,Casualty Severity,Type of vehicle 1,Type of vehicle 2,Type of vehicle 3,Type of vehicle 4,Type of vehicle 5,Type of vehicle 6,Type of vehicle 7,Type of vehicle 8,Type of vehicle 9,Type of vehicle 10
1395444,2,06/01/2024,1420,4,1,1,1,1,1,1,40,3,9,1,0,0,0,0,0,0,0,0
1395457,3,05/01/2024,1200,4,1,1,1,1,2,2,52,3,9,9,9,0,0,0,0,0,0,0
1395497,2,06/01/2024,1732,6,2,4,1,1,1,1,58,2,9,5,0,0,0,0,0,0,0,0
1395685,2,05/01/2024,1737,4,2,4,2,1,1,2,38,3,9,1,0,0,0,0,0,0,0,0
1395694,1,07/01/2024,1932,6,1,6,1,1,1,1,17,3,9,0,0,0,0,0,0,0,0,0
1395951,2,08/01/2024,1110,6,1,1,1,1,1,1,81,2,9,22,0,0,0,0,0,0,0,0
1396072,1,08/01/2024,1525,6,1,1,1,1,3,1,91,3,11,0,0,0,0,0,0,0,0,0
1396073,2,07/01/2024,1350,3,1,1,1,1,1,2,32,2,9,9,0,0,0,0,0,0,0,0
1396093,2,08/01/2024,0725,3,1,4,1,1,1,2,21,3,9,9,0,0,0,0,0,0,0,0
1396129,4,08/01/2024,1615,1,1,1,1,1,1,1,64,3,9,9,9,9,0,0,0,0,0,0
1396129,4,08/01/2024,1615,1,1,1,1,2,1,2,68,3,9,9,9,9,0,0,0,0,0,0
1396132,3,08/01/2024,1716,3,1,4,1,1,1,1,30,3,9,9,9,0,0,0,0,0,0,0
1396132,3,08/01/2024,1716,3,1,4,1,2,1,1,31,3,9,9,9,0,0,0,0,0,0,0
1396132,3,08/01/2024,1716,3,1,4,1,3,2,1,19,3,9,9,9,0,0,0,0,0,0,0
1396334,1,09/01/2024,1027,3,1,1,1,1,1,1,59,2,9,0,0,0,0,0,0,0,0,0
1396499,1,07/01/2024,1730,6,1,7,1,1,3,2,13,3,1,0,0,0,0,0,0,0,0,0
1396749,2,10/01/2024,0915,3,2,1,1,1,2,2,29,3,9,9,0,0,0,0,0,0,0,0
1396763,2,10/01/2024,1132,6,2,1,2,1,1,1,33,2,90,9,0,0,0,0,0,0,0,0
1396858,2,09/01/2024,0632,3,1,4,1,1,1,1,31,3,9,9,0,0,0,0,0,0,0,0
1396928,1,10/01/2024,1526,4,2,4,2,1,3,1,66,3,9,0,0,0,0,0,0,0,0,0
1396929,1,10/01/2024,1714,6,2,6,1,1,3,2,12,3,9,0,0,0,0,0,0,0,0,0
1396989,3,09/01/2024,1550,6,1,1,1,1,2,2,12,2,9,9,9,0,0,0,0,0,0,0
1397304,2,09/01/2024,1501,3,1,1,1,1,1,2,54,3,90,9,0,0,0,0,0,0,0,0
1397304,2,09/01/2024,1501,3,1,1,1,2,1,2,31,3,90,9,0,0,0,0,0,0,0,0
1397318,2,11/01/2024,1310,3,1,1,1,1,2,2,58,3,9,9,0,0,0,0,0,0,0,0
1397374,1,11/01/2024,1700,6,1,4,8,1,3,1,11,3,9,0,0,0,0,0,0,0,0,0
1397433,3,12/01/2024,0500,3,2,4,1,1,1,1,31,3,9,1,9,0,0,0,0,0,0,0
1397690,2,12/01/2024,1232,3,2,1,1,1,1,2,84,3,9,9,0,0,0,0,0,0,0,0
1397715,2,12/01/2024,1135,6,1,1,1,1,1,1,37,3,9,9,0,0,0,0,0,0,0,0
1397972,1,13/01/2024,1407,6,1,1,1,1,3,1,49,2,9,0,0,0,0,0,0,0,0,0
1398044,2,13/01/2024,1535,3,1,4,1,1,2,2,53,2,9,11,0,0,0,0,0,0,0,0
1398044,2,13/01/2024,1535,3,1,4,1,2,2,1,65,2,9,11,0,0,0,0,0,0,0,0
1398054,1,12/01/2024,2140,3,1,4,1,1,1,1,23,3,9,0,0,0,0,0,0,0,0,0
1398073,1,13/01/2024,1907,6,1,4,1,1,3,1,50,2,9,0,0,0,0,0,0,0,0,0
1398211,2,13/01/2024,1045,1,1,1,1,1,1,1,66,3,9,9,0,0,0,0,0,0,0,0
1398211,2,13/01/2024,1045,1,1,1,1,2,2,2,58,3,9,9,0,0,0,0,0,0,0,0
1398307,2,14/01/2024,2320,3,1,4,1,1,1,1,54,3,9,9,0,0,0,0,0,0,0,0
1398513,1,15/01/2024,1145,6,1,1,1,1,3,2,21,3,9,0,0,0,0,0,0,0,0,0
1398655,1,15/01/2024,1650,6,1,4,1,1,3,2,11,2,9,0,0,0,0,0,0,0,0,0
1398690,1,14/01/2024,2032,6,4,6,1,1,1,1,18,2,9,0,0,0,0,0,0,0,0,0
1398690,1,14/01/2024,2032,6,4,6,1,2,2,1,18,3,9,0,0,0,0,0,0,0,0,0
1398690,1,14/01/2024,2032,6,4,6,1,3,2,1,17,3,9,0,0,0,0,0,0,0,0,0
1398706,2,15/01/2024,1601,3,1,1,1,1,1,2,27,2,9,9,0,0,0,0,0,0,0,0
1398712,2,02/01/2024,1741,3,2,4,2,1,1,1,44,3,9,1,0,0,0,0,0,0,0,0
1398882,3,16/01/2024,0715,6,1,4,1,1,1,1,50,3,9,9,9,0,0,0,0,0,0,0
1398882,3,16/01/2024,0715,6,1,4,1,2,1,1,24,3,9,9,9,0,0,0,0,0,0,0
1398882,3,16/01/2024,0715,6,1,4,1,3,1,1,27,3,9,9,9,0,0,0,0,0,0,0
1398882,3,16/01/2024,0715,6,1,4,1,4,2,1,30,3,9,9,9,0,0,0,0,0,0,0
1398911,2,15/01/2024,1545,6,1,1,1,1,1,1,17,3,98,1,0,0,0,0,0,0,0,0
1399114,2,15/01/2024,1217,4,1,1,1,1,1,1,49,3,9,9,0,0,0,0,0,0,0,0
1399114,2,15/01/2024,1217,4,1,1,1,2,2,2,17,3,9,9,0,0,0,0,0,0,0,0
1399187,2,16/01/2024,1915,6,4,4,4,1,2,2,16,3,9,9,0,0,0,0,0,0,0,0
1399187,2,16/01/2024,1915,6,4,4,4,2,2,1,15,3,9,9,0,0,0,0,0,0,0,0
1399225,2,16/01/2024,2213,3,3,4,3,1,2,2,59,3,11,9,0,0,0,0,0,0,0,0
1399710,2,17/01/2024,2035,6,1,4,1,1,1,1,40,2,9,9,0,0,0,0,0,0,0,0
1399710,2,17/01/2024,2035,6,1,4,1,2,1,1,47,2,9,9,0,0,0,0,0,0,0,0
1399715,1,17/01/2024,1535,4,1,1,1,1,3,1,51,2,9,0,0,0,0,0,0,0,0,0
1399740,1,18/01/2024,0359,6,4,6,3,1,1,1,56,2,9,0,0,0,0,0,0,0,0,0
1399991,2,18/01/2024,1120,6,2,1,1,1,1,2,52,3,9,3,0,0,0,0,0,0,0,0
1400067,2,16/01/2024,0900,4,1,1,1,1,1,1,44,3,9,9,0,0,0,0,0,0,0,0
1400157,1,17/01/2024,1620,4,4,4,1,1,1,1,61,2,5,0,0,0,0,0,0,0,0,0
1400425,2,18/01/2024,1700,6,4,4,1,1,1,2,24,3,9,9,0,0,0,0,0,0,0,0
1400438,2,19/01/2024,1148,3,2,1,1,1,1,1,52,3,9,9,0,0,0,0,0,0,0,0
1400440,2,17/01/2024,1600,6,4,4,1,1,1,1,35,3,20,9,0,0,0,0,0,0,0,0
1400609,1,20/01/2024,0937,6,2,1,1,1,3,2,29,3,9,0,0,0,0,0,0,0,0,0
1400651,1,19/01/2024,0810,4,1,1,1,1,3,2,11,3,9,0,0,0,0,0,0,0,0,0
1400654,2,20/01/2024,0130,6,1,4,4,1,1,1,31,3,19,9,0,0,0,0,0,0,0,0
1400660,1,20/01/2024,1320,6,1,1,1,1,3,1,10,3,9,0,0,0,0,0,0,0,0,0
1400694,1,17/01/2024,1252,6,1,1,1,1,3,2,16,3,9,0,0,0,0,0,0,0,0,0
1400734,2,20/01/2024,1600,3,2,1,1,1,1,1,20,3,3,9,0,0,0,0,0,0,0,0
1400788,3,20/01/2024,2055,6,2,4,2,1,2,2,18,3,9,9,9,0,0,0,0,0,0,0
1400788,3,20/01/2024,2055,6,2,4,2,2,1,2,51,3,9,9,9,0,0,0,0,0,0,0
1400825,3,19/01/2024,1755,3,1,4,1,1,1,2,32,3,9,9,9,0,0,0,0,0,0,0
1400865,1,21/01/2024,0917,3,2,1,1,1,1,1,22,3,9,0,0,0,0,0,0,0,0,0
1400877,2,21/01/2024,0952,6,2,1,2,1,1,1,41,3,9,9,0,0,0,0,0,0,0,0
1400877,2,21/01/2024,0952,6,2,1,2,2,2,1,31,3,9,9,0,0,0,0,0,0,0,0
1401770,3,21/01/2024,1432,3,2,1,1,1,1,1,60,3,9,8,8,0,0,0,0,0,0,0
1401789,2,23/01/2024,1527,3,2,1,8,1,1,2,63,3,9,9,0,0,0,0,0,0,0,0
1401796,2,23/01/2024,1152,6,2,1,5,1,1,2,73,2,9,10,0,0,0,0,0,0,0,0
1401829,2,23/01/2024,1335,3,2,1,1,1,1,1,25,3,9,9,0,0,0,0,0,0,0,0
1401839,2,23/01/2024,1741,3,2,4,2,1,1,1,32,3,9,9,0,0,0,0,0,0,0,0
1401839,2,23/01/2024,1741,3,2,4,2,2,1,2,65,3,9,9,0,0,0,0,0,0,0,0
1401839,2,23/01/2024,1741,3,2,4,2,3,2,1,38,3,9,9,0,0,0,0,0,0,0,0
1402146,1,09/01/2024,0844,6,1,1,1,1,3,2,37,3,98,0,0,0,0,0,0,0,0,0
1402272,1,24/01/2024,1710,3,1,4,4,1,1,1,34,2,1,0,0,0,0,0,0,0,0,0
1402319,1,24/01/2024,1656,6,1,4,1,1,3,2,56,2,9,0,0,0,0,0,0,0,0,0
1402354,2,25/01/2024,0550,6,2,4,1,1,1,1,62,3,1,90,0,0,0,0,0,0,0,0
1402596,3,25/01/2024,1003,4,1,1,9,1,1,2,29,3,9,9,11,0,0,0,0,0,0,0
1402835,2,17/01/2024,0757,3,4,1,1,1,1,1,21,2,9,1,0,0,0,0,0,0,0,0
1402948,2,26/01/2024,0830,3,1,5,1,1,1,1,41,3,9,9,0,0,0,0,0,0,0,0
1403024,2,26/01/2024,1340,6,1,1,4,1,1,1,24,2,97,9,0,0,0,0,0,0,0,0
1403025,4,26/01/2024,1414,1,1,1,1,1,2,2,62,2,90,9,19,19,0,0,0,0,0,0
1403036,2,26/01/2024,1250,3,1,1,1,1,1,2,70,2,22,9,0,0,0,0,0,0,0,0
1403039,1,26/01/2024,1505,6,1,1,1,1,3,2,14,3,11,0,0,0,0,0,0,0,0,0
1403095,2,26/01/2024,1755,6,1,4,1,1,1,1,47,3,9,1,0,0,0,0,0,0,0,0
1403321,2,26/01/2024,1510,6,1,1,1,1,1,2,24,3,9,9,0,0,0,0,0,0,0,0
1403321,2,26/01/2024,1510,6,1,1,1,2,2,2,56,3,9,9,0,0,0,0,0,0,0,0
1403443,2,25/01/2024,1000,4,1,1,1,1,1,2,21,3,9,9,0,0,0,0,0,0,0,0
1403495,2,28/01/2024,1310,6,1,1,1,1,1,1,27,3,19,9,0,0,0,0,0,0,0,0
1403502,3,26/01/2024,1845,6,1,4,1,1,1,1,30,3,9,19,9,0,0,0,0,0,0,0
1403502,3,26/01/2024,1845,6,1,4,1,2,1,1,54,3,9,19,9,0,0,0,0,0,0,0
1403502,3,26/01/2024,1845,6,1,4,1,3,2,1,20,3,9,19,9,0,0,0,0,0,0,0
1403768,3,29/01/2024,0900,3,2,1,2,1,1,2,21,3,9,9,9,0,0,0,0,0,0,0
1403898,2,29/01/2024,1130,6,1,1,1,1,1,1,86,2,9,11,0,0,0,0,0,0,0,0
1403979,1,13/01/2024,0535,6,1,4,1,1,3,1,24,3,9,0,0,0,0,0,0,0,0,0
1404055,2,28/01/2024,2121,4,1,4,1,1,1,1,38,3,8,19,0,0,0,0,0,0,0,0
1404098,1,29/01/2024,2250,6,2,6,7,1,1,1,33,3,9,0,0,0,0,0,0,0,0,0
1404177,2,23/01/2024,1612,3,2,4,1,1,2,2,19,3,9,11,0,0,0,0,0,0,0,0
1404315,2,29/01/2024,1454,6,2,1,2,1,1,2,49,3,9,9,0,0,0,0,0,0,0,0
1404577,1,30/01/2024,1530,6,1,1,1,1,3,2,11,3,9,0,0,0,0,0,0,0,0,0
1404667,2,31/01/2024,0616,6,1,4,1,1,1,1,22,2,9,3,0,0,0,0,0,0,0,0
1404918,2,31/01/2024,1408,6,1,1,1,1,1,1,22,3,9,1,0,0,0,0,0,0,0,0
1404969,2,31/01/2024,1705,6,2,4,5,1,1,2,48,3,9,9,0,0,0,0,0,0,0,0
1404969,2,31/01/2024,1705,6,2,4,5,2,2,2,24,3,9,9,0,0,0,0,0,0,0,0
1405029,1,30/01/2024,1550,3,1,1,1,1,3,1,21,2,98,0,0,0,0,0,0,0,0,0
1405030,2,31/01/2024,1750,1,2,4,2,1,1,2,35,3,21,9,0,0,0,0,0,0,0,0
1405127,2,25/01/2024,1738,3,2,4,2,1,1,2,29,3,9,1,0,0,0,0,0,0,0,0
1405169,1,31/01/2024,1501,4,1,1,1,1,2,2,12,2,11,0,0,0,0,0,0,0,0,0
1405188,1,31/01/2024,0850,6,1,1,1,1,3,2,60,3,90,0,0,0,0,0,0,0,0,0
1405309,1,30/01/2024,1526,6,1,1,1,1,3,1,12,2,3,0,0,0,0,0,0,0,0,0
1405313,2,31/01/2024,1515,6,1,1,1,1,3,1,9,2,9,9,0,0,0,0,0,0,0,0
1405317,2,31/01/2024,0124,6,2,4,8,1,1,2,50,3,9,9,0,0,0,0,0,0,0,0
1405367,2,31/01/2024,1245,3,1,1,1,1,2,2,75,3,9,9,0,0,0,0,0,0,0,0
1405367,2,31/01/2024,1245,3,1,1,1,2,1,2,22,3,9,9,0,0,0,0,0,0,0,0
1405399,3,02/02/2024,0158,6,2,4,1,1,1,1,38,2,19,9,9,0,0,0,0,0,0,0
1405413,2,01/02/2024,1117,6,1,1,1,1,1,2,67,2,9,9,0,0,0,0,0,0,0,0
1405578,1,02/02/2024,0810,6,1,7,9,1,3,2,46,3,9,0,0,0,0,0,0,0,0,0
1405670,2,01/02/2024,0830,6,1,1,9,1,1,2,29,3,9,1,0,0,0,0,0,0,0,0
1405694,2,02/02/2024,1806,6,2,4,1,1,1,1,14,3,1,9,0,0,0,0,0,0,0,0
1405776,1,03/02/2024,0112,6,2,6,8,1,1,1,31,2,9,0,0,0,0,0,0,0,0,0
1405905,2,02/02/2024,1026,3,1,1,1,1,1,1,60,3,19,9,0,0,0,0,0,0,0,0
1406081,2,03/02/2024,1420,1,1,1,1,1,2,2,89,2,9,9,0,0,0,0,0,0,0,0
1406096,1,04/02/2024,0950,2,1,1,1,1,3,2,24,3,9,0,0,0,0,0,0,0,0,0
1406120,1,03/02/2024,1725,6,2,7,1,1,3,1,59,3,9,0,0,0,0,0,0,0,0,0
1406120,1,03/02/2024,1725,6,2,7,1,2,3,2,56,3,9,0,0,0,0,0,0,0,0,0
1406140,1,03/02/2024,1745,6,1,4,1,1,3,1,26,3,9,0,0,0,0,0,0,0,0,0
1406160,2,04/02/2024,1331,6,2,1,5,1,1,1,33,2,9,1,0,0,0,0,0,0,0,0
1406183,2,04/02/2024,1245,6,2,1,1,1,1,1,64,3,9,1,0,0,0,0,0,0,0,0
1406226,2,04/02/2024,1542,3,1,1,1,1,1,1,35,3,9,9,0,0,0,0,0,0,0,0
1406226,2,04/02/2024,1542,3,1,1,1,2,2,2,35,3,9,9,0,0,0,0,0,0,0,0
1406226,2,04/02/2024,1542,3,1,1,1,3,2,2,1,3,9,9,0,0,0,0,0,0,0,0
1406226,2,04/02/2024,1542,3,1,1,1,4,1,1,31,2,9,9,0,0,0,0,0,0,0,0
1406254,2,05/02/2024,0017,1,1,4,1,1,1,1,38,3,9,9,0,0,0,0,0,0,0,0
1406403,2,05/02/2024,1005,3,1,1,1,1,1,1,71,3,9,9,0,0,0,0,0,0,0,0
1406558,1,05/02/2024,1617,6,1,1,1,1,3,1,10,3,9,0,0,0,0,0,0,0,0,0
1406614,1,05/02/2024,2350,3,1,4,1,1,1,1,41,3,1,0,0,0,0,0,0,0,0,0
1406780,2,05/02/2024,1722,6,2,6,2,1,1,2,44,3,9,9,0,0,0,0,0,0,0,0
1406795,1,06/02/2024,0830,6,2,1,2,1,3,1,15,3,9,0,0,0,0,0,0,0,0,0
1406990,2,06/02/2024,2141,3,1,4,1,1,1,2,46,3,9,9,0,0,0,0,0,0,0,0
1406995,2,06/02/2024,1813,6,1,4,1,1,1,1,55,2,9,5,0,0,0,0,0,0,0,0
1407009,1,06/02/2024,1845,3,1,4,1,1,3,2,20,2,9,0,0,0,0,0,0,0,0,0
1407313,2,06/02/2024,0700,6,1,4,1,1,1,1,37,3,9,1,0,0,0,0,0,0,0,0
1407328,1,07/02/2024,1407,6,1,1,1,1,1,1,53,2,3,0,0,0,0,0,0,0,0,0
1407359,2,07/02/2024,1735,1,1,4,1,1,1,2,34,2,9,9,0,0,0,0,0,0,0,0
1407371,1,07/02/2024,1840,6,1,4,1,1,3,2,72,2,4,0,0,0,0,0,0,0,0,0
1407388,2,07/02/2024,1730,6,1,4,1,1,1,1,15,2,8,1,0,0,0,0,0,0,0,0
1407596,2,05/02/2024,1610,6,1,1,1,1,1,2,63,3,9,9,0,0,0,0,0,0,0,0
1407770,1,08/02/2024,1735,1,2,4,3,1,1,1,48,3,9,0,0,0,0,0,0,0,0,0
1407777,2,08/02/2024,1632,3,3,4,3,1,1,1,38,3,9,9,0,0,0,0,0,0,0,0
1407813,2,08/02/2024,1611,2,3,4,3,1,1,2,44,3,90,9,0,0,0,0,0,0,0,0
1407836,1,09/02/2024,0017,6,2,4,2,1,1,1,68,2,9,0,0,0,0,0,0,0,0,0
1407836,1,09/02/2024,0017,6,2,4,2,2,2,1,19,2,9,0,0,0,0,0,0,0,0,0
1407903,1,09/02/2024,0724,4,2,4,2,1,3,1,13,3,9,0,0,0,0,0,0,0,0,0
1407920,1,09/02/2024,0820,3,2,1,2,1,1,1,26,3,9,0,0,0,0,0,0,0,0,0
1407920,1,09/02/2024,0820,3,2,1,2,2,3,1,13,2,9,0,0,0,0,0,0,0,0,0
1408093,3,09/02/2024,1302,6,2,1,1,1,1,1,36,3,9,9,9,0,0,0,0,0,0,0
1408093,3,09/02/2024,1302,6,2,1,1,2,1,1,54,3,9,9,9,0,0,0,0,0,0,0
1408128,1,09/02/2024,1520,6,2,1,1,1,1,2,39,3,9,0,0,0,0,0,0,0,0,0
1408223,2,09/02/2024,1743,3,2,4,2,1,1,2,67,2,9,9,0,0,0,0,0,0,0,0
1408223,2,09/02/2024,1743,3,2,4,2,2,1,1,37,3,9,9,0,0,0,0,0,0,0,0
1408223,2,09/02/2024,1743,3,2,4,2,3,2,2,35,3,9,9,0,0,0,0,0,0,0,0
1408327,2,10/02/2024,0955,6,2,1,1,1,1,1,62,3,9,1,0,0,0,0,0,0,0,0
1408341,2,09/02/2024,1538,1,2,1,3,1,1,2,33,3,9,9,0,0,0,0,0,0,0,0
1408427,2,10/02/2024,1436,6,2,1,1,1,1,1,44,3,19,9,0,0,0,0,0,0,0,0
1408539,5,23/01/2024,0830,2,1,1,1,1,1,2,23,2,9,9,9,9,9,0,0,0,0,0
1408597,2,11/02/2024,1230,6,2,1,1,1,1,1,60,3,90,9,0,0,0,0,0,0,0,0
1408597,2,11/02/2024,1230,6,2,1,1,2,2,1,64,3,90,9,0,0,0,0,0,0,0,0
1408598,1,11/02/2024,1255,6,2,1,5,1,1,1,51,3,3,0,0,0,0,0,0,0,0,0
1408659,1,11/02/2024,1305,6,2,1,1,1,1,1,60,3,1,0,0,0,0,0,0,0,0,0
1408659,1,11/02/2024,1305,6,2,1,1,2,3,2,73,2,1,0,0,0,0,0,0,0,0,0
1408668,1,11/02/2024,1910,3,1,6,1,1,1,2,59,3,9,0,0,0,0,0,0,0,0,0
1409046,1,09/02/2024,2155,3,2,4,1,1,1,1,39,2,9,0,0,0,0,0,0,0,0,0
1409106,2,12/02/2024,1653,3,1,1,1,1,1,1,54,3,19,9,0,0,0,0,0,0,0,0
1409106,2,12/02/2024,1653,3,1,1,1,2,2,1,0,1,19,9,0,0,0,0,0,0,0,0
1409106,2,12/02/2024,1653,3,1,1,1,3,2,2,28,2,19,9,0,0,0,0,0,0,0,0
1409106,2,12/02/2024,1653,3,1,1,1,4,2,1,70,3,19,9,0,0,0,0,0,0,0,0
1409106,2,12/02/2024,1653,3,1,1,1,5,1,1,41,3,19,9,0,0,0,0,0,0,0,0
1409576,1,02/02/2024,1500,4,1,1,1,1,3,2,36,3,9,0,0,0,0,0,0,0,0,0
1409581,2,13/02/2024,1932,3,1,4,1,1,1,2,41,2,9,9,0,0,0,0,0,0,0,0
1410013,2,02/01/2024,0900,6,1,1,8,1,1,1,25,3,19,1,0,0,0,0,0,0,0,0
1410278,2,12/02/2024,1105,3,2,1,9,1,1,2,42,3,9,9,0,0,0,0,0,0,0,0
1410278,2,12/02/2024,1105,3,2,1,9,2,2,2,9,3,9,9,0,0,0,0,0,0,0,0
1410278,2,12/02/2024,1105,3,2,1,9,3,2,2,7,3,9,9,0,0,0,0,0,0,0,0
1410303,2,15/02/2024,0240,3,2,4,2,1,1,1,34,3,9,9,0,0,0,0,0,0,0,0
1410317,2,15/02/2024,1332,6,1,1,1,1,2,2,42,3,9,9,0,0,0,0,0,0,0,0
1410330,4,04/02/2024,1910,6,1,4,1,1,1,1,32,2,9,9,9,9,0,0,0,0,0,0
1410350,2,15/02/2024,0750,6,2,1,9,1,1,1,56,3,9,11,0,0,0,0,0,0,0,0
1410351,1,15/02/2024,0955,6,1,1,1,1,3,2,50,3,9,0,0,0,0,0,0,0,0,0
1410362,3,15/02/2024,1150,3,1,1,1,1,1,2,74,2,8,9,19,0,0,0,0,0,0,0
1410362,3,15/02/2024,1150,3,1,1,1,2,2,2,88,2,8,9,19,0,0,0,0,0,0,0
1410362,3,15/02/2024,1150,3,1,1,1,3,1,1,45,3,8,9,19,0,0,0,0,0,0,0
1410424,2,15/02/2024,1819,3,2,4,2,1,1,2,50,3,9,9,0,0,0,0,0,0,0,0
1410439,2,15/02/2024,2257,3,2,4,2,1,1,2,36,3,9,9,0,0,0,0,0,0,0,0
1410650,1,15/02/2024,1750,4,1,4,1,1,3,1,18,3,98,0,0,0,0,0,0,0,0,0
1410718,3,14/02/2024,1145,6,1,1,1,1,1,1,52,3,9,9,19,0,0,0,0,0,0,0
1410718,3,14/02/2024,1145,6,1,1,1,2,1,1,55,3,9,9,19,0,0,0,0,0,0,0
1410809,3,16/02/2024,1555,2,1,1,1,1,1,1,55,3,19,19,9,0,0,0,0,0,0,0
1410809,3,16/02/2024,1555,2,1,1,1,2,1,1,49,3,19,19,9,0,0,0,0,0,0,0
1410809,3,16/02/2024,1555,2,1,1,1,3,2,1,24,3,19,19,9,0,0,0,0,0,0,0
1411048,2,17/02/2024,1500,3,1,1,1,1,1,1,41,3,9,5,0,0,0,0,0,0,0,0
1411119,1,17/02/2024,2010,6,2,4,1,1,1,2,23,2,9,0,0,0,0,0,0,0,0,0
1411126,3,17/02/2024,2118,6,2,4,2,1,1,1,49,3,9,9,9,0,0,0,0,0,0,0
1411126,3,17/02/2024,2118,6,2,4,2,2,2,1,15,3,9,9,9,0,0,0,0,0,0,0
1411193,1,09/02/2024,1803,6,1,4,1,1,3,2,41,3,9,0,0,0,0,0,0,0,0,0
1411231,2,17/02/2024,1457,6,2,5,1,1,1,1,21,3,9,9,0,0,0,0,0,0,0,0
1411395,2,15/02/2024,1706,6,2,4,1,1,1,2,38,2,9,9,0,0,0,0,0,0,0,0
1411395,2,15/02/2024,1706,6,2,4,1,2,1,2,51,3,9,9,0,0,0,0,0,0,0,0
1411517,2,19/02/2024,0854,6,2,1,1,1,1,1,57,3,4,9,0,0,0,0,0,0,0,0
1411783,2,20/02/2024,0025,3,1,4,1,1,2,1,47,3,9,9,0,0,0,0,0,0,0,0
1411790,2,19/02/2024,2229,6,1,4,1,1,1,1,40,3,9,9,0,0,0,0,0,0,0,0
1412053,1,20/02/2024,1321,6,1,6,1,1,3,2,79,3,1,0,0,0,0,0,0,0,0,0
1412123,1,19/02/2024,1515,4,1,1,1,1,3,1,49,3,9,0,0,0,0,0,0,0,0,0
1412137,2,20/02/2024,1525,6,2,1,5,1,1,2,45,2,9,9,0,0,0,0,0,0,0,0
1412179,2,20/02/2024,1834,6,1,4,1,1,1,1,56,3,9,1,0,0,0,0,0,0,0,0
1412310,2,20/02/2024,1210,6,1,1,1,1,3,2,32,3,9,9,0,0,0,0,0,0,0,0
1412313,2,19/02/2024,1530,6,1,1,1,1,1,1,42,3,19,1,0,0,0,0,0,0,0,0
1412430,2,23/01/2024,0850,6,2,1,2,1,1,2,40,3,9,9,0,0,0,0,0,0,0,0
1412630,2,21/02/2024,0900,6,2,1,9,1,1,2,9,3,9,1,0,0,0,0,0,0,0,0
1412660,2,21/02/2024,2226,3,2,4,1,1,2,1,23,3,9,9,0,0,0,0,0,0,0,0
